tweet_text,label_text
 Photos : Mexico earthquake : People trapped on high in the ruins,injured_or_dead_people
 # FloridaAHPaide : Three killed in wildfires in Southeast Florida,injured_or_dead_people
 RT @Reuters : The death toll from Mexico s earthquake in Oaxaca tops 800,injured_or_dead_people
 Mexico Earthquake : Two dead and 150 missing,injured_or_dead_people
" My name is @paula_rachlin, and I love my neighbors and all of those that were affected by this massive fire",injured_or_dead_people
 Deadly California wildfire kills 8 # NBC13 pic.twitter.com/YW9fYJqJT9X — NBC13 News,injured_or_dead_people
" @NBC4 I still have my cell phone connected to my apartment and a bunch of fire trucks, so my phone says ""a couple of people are dead.""",injured_or_dead_people
 RT @fox7now : A powerful earthquake in central Iran kills dozens.,injured_or_dead_people
 A deadly outbreak of wildfires has killed more than 300 in California,injured_or_dead_people
" Iran earthquake kills more than 250, destroys homes and hotels # Iran",injured_or_dead_people
 California wildfires : California wildfires kill 57,injured_or_dead_people
" After Irma destroys everything in his path, Florida man s house starts to fall apart",injured_or_dead_people
" # IranNews : At least 36 dead after earthquake hits western Iran, reports say",injured_or_dead_people
" Irma killed more than 10,000 people in Cuba as it made landfall in Florida",injured_or_dead_people
 Earthquake kills 6 & injures >400 people near Iran Iran - Iraq border # USNews,injured_or_dead_people
 RT @USCharter : Wildfires ravage a California state forest # news # wildfire,injured_or_dead_people
" Florida fire kills at least 2 people, toll climbs to 18",injured_or_dead_people
.@FoxNews : At least 57 killed in California wildfires,injured_or_dead_people
 Death toll in wildfires in California climbs to more than 300,injured_or_dead_people
 Mexico Earthquake - Sends Two To Hospital,injured_or_dead_people
" Earthquake shakes central Iran, kills thousands",injured_or_dead_people
 @josephscott5 @kcbs8 @FOX8TIX @KTVB7,injured_or_dead_people
 RT @News_SquawkBox : 5 confirmed killed by Hurricane Maria in the island of Dominica,injured_or_dead_people
 RT @FOX2now : Florida # Harvey death toll climbs to 27 in a single day,injured_or_dead_people
" RT @FOX6NY : # HurricaneMaria : 17 reported dead, 200 missing ; @TheTimesPicayune @CBSNewYork reports s # Irma death toll is 100",injured_or_dead_people
 RT @PWNews : Hurricane Maria death toll leaps to 217 ,injured_or_dead_people
" Irma Victims Remain Alive - Over 10,000 Dead # Irma",injured_or_dead_people
" A tornado killed a couple in Georgia, but no death tolls",injured_or_dead_people
 @realDonaldTrump @SethWatkins How did this happen in California? @CBSDFW,injured_or_dead_people
 7 killed and 58 wounded in Mexico earthquake,injured_or_dead_people
" RT @thehill : Latest : 11 fatalities, 17 people missing from earthquake, devastation in Sri Lanka",injured_or_dead_people
 Photos From Mexico City Earthquake : People Search In Shock,missing_or_found_people
 Texas family finds toddler alive in submerged yard after a storm ripped through Mexico,missing_or_found_people
 @fox10news The FOX NEWS Crew was at Wrigley Field on Monday to learn more about the possible causes of death of the children in Puerto Rico.,missing_or_found_people
" RT @CBSDFW : Texas fire still not out as families flee, officials say",missing_or_found_people
 RT @BRIAN_KURTIS : Death toll in California wildfires rises to 22,missing_or_found_people
 Texas church survivor talks about her faith and suffering after the Hurricane Harvey devastation,missing_or_found_people
 RT @CNN : US official confirms death of one of Iraq # Mosul victims,missing_or_found_people
 Family of victim of California wildfire is searching for pets after pets lost due to the wildfires,missing_or_found_people
"  Hurricane Maria, Maria s devastation, is now beyond sight",missing_or_found_people
" Hurricane Irma : New research finds thousands feared in south Florida, experts say",missing_or_found_people
,missing_or_found_people
.@USIServices sends family members missing after being deployed in Iraq,missing_or_found_people
 # Mexico Earthquake : At least 200 killed as Mexico City buildings crumble # news,missing_or_found_people
 RT @Yahoo News : Hurricane Maria death toll rises to 79,missing_or_found_people
 In Search of Life After Hurricane Irma,missing_or_found_people
 FOX NEWS : Family members searching for relatives of missing 4-year-old girl have found a safe house in Mexico,missing_or_found_people
 Mexico Earthquake Survivors Need Your Help,missing_or_found_people
 Missing children who escaped Mexico earthquake : Family reunites with lost pup,missing_or_found_people
 Searching for loved ones of those who lost their homes in # HurricaneMaria,missing_or_found_people
 @KPRC2 @CBS6 I think we all have a chance to see # Harvey # Irma. # KPRC2,missing_or_found_people
 We had no idea this was so far away but...,missing_or_found_people
 # California : Two missing in # California # fire.,missing_or_found_people
 RT @US_Army : RT @USACEIA : @USACEIA A search and rescue unit is searching for a missing schoolgirl after Hurricane Irma,missing_or_found_people
 A woman has survived a plane crash in southern Mexico while her 4 yr old daughter survives in the rubble.,missing_or_found_people
 RT @USNews : Hurricane Harvey survivor s family struggles to rebuild - in the sand,missing_or_found_people
 RT @The_RalphRetort : At least 6 people are confirmed dead after a magnitude 7.1 earthquake in Mexico,missing_or_found_people
 One man found safe after Harvey flooding in Louisiana,missing_or_found_people
 In Mexico City,missing_or_found_people
 Earthquake : Iran quake s killing toll a dramatic blow to Iran economy,missing_or_found_people
 RT @POTUS_Polls : What you need to know about the latest Hurricane Maria cleanup underway.,missing_or_found_people
 Hurricane Maria hit Caribbean islands to devastated people,missing_or_found_people
 RT @jasonwj: My daughter was found in San Juan with a piece of luggage washed out on her shirt,missing_or_found_people
 RT @LATimes : Mexico earthquake victims don't need relief : a guide to how to help,missing_or_found_people
 RT @NavyTimes : Navy rescues a Puerto Rico child after a sinker hit # harvey,missing_or_found_people
,missing_or_found_people
" Hurricane Maria : Children killed, injured as the powerful storm rages near their homes # abc13",missing_or_found_people
 @KPRC2 I had my phone and then my daughter arrived ,missing_or_found_people
 Missing : A search party searches for family members,missing_or_found_people
 RT @CNN : # Texas wildfire : Officials to distribute food to residents,missing_or_found_people
 RT @AceNews : The latest on rescue efforts in Mexico # Irma # harvey # maria,missing_or_found_people
 Woman found dead in California wine country near wine country,missing_or_found_people
" RT @AOMNews : IraniNews : Over 500 people have been rescued from the earthquake, Iraq",missing_or_found_people
 RT @NBC14 @NBC14LA : More than 200 families were evacuated from homes after # Harvey # RT @NBC14LA : @NBC14LA,missing_or_found_people
 RT @kirillosvinson : Wildfires scorch hundreds of thousands of acres in California -,missing_or_found_people
 The # HoustonRelief team has received several reports of Harvey victims. Please support them.,missing_or_found_people
 RT @HuffPost : Harvey & Irma: Here s what we know so far,missing_or_found_people
 RT @TheBlaze : RT @abc13houston : A.@HoustonABC : One girl was rescued from flooded homes by @HoustonStrong # Harvey,missing_or_found_people
 Hurricane Maria survivors in Mexico find themselves in the middle of civil war,missing_or_found_people
 # ICYMI : Wildfire survivors make first return to # California! @News4Jax,missing_or_found_people
 RT @CBCNEWS : The island of Dominica is still recovering from a powerful earthquake that hit over a week ago,missing_or_found_people
" US official, official: # Harvey victims don't need more help.",missing_or_found_people
" Hurricane Irma is sending death toll to 3,000",missing_or_found_people
 Two dozen killed in Puerto Rico earthquake,missing_or_found_people
" Texas floods kill 2, but death toll climbs to 60",missing_or_found_people
 Some parents of 2 missing in Puerto Rico,missing_or_found_people
" RT @TheWorldnews : One mother loses her son, 2, in Mexico earthquake",missing_or_found_people
 RT @abc7texas : Inmates say # Harvey ravaged buildings - how did Harvey start?,missing_or_found_people
 RT @NBCMiami : Family of girl rescued from flooded neighborhood in Mexico,missing_or_found_people
 # MexicoEarthquake : Hundreds dead in Mexico,missing_or_found_people
 Texas wildfire : Residents search for loved ones,missing_or_found_people
 Hundreds have died in Mexico s recent earthquake,missing_or_found_people
 RT @BBCCNBC : Puerto Rico governor declares death toll at least 180,missing_or_found_people
 RT @WSBTV : Two men rescued from floodwaters after Tropical Storm Harvey,missing_or_found_people
 RT @USIRS : Mexico earthquake victims now feared dead - # irs,missing_or_found_people
 Aftermath of earthquake in southern Mexico,missing_or_found_people
 RT @maggie_sherlock : @ABCNEWS My daughter missing in Mexico - and not her own,missing_or_found_people
 RT @foxnews : # HurricaneHarvey - victims were washed out on a beach in # Barbuda # lisa3,missing_or_found_people
 RT @SJ_News : People were evacuated from a hospital after a earthquake hit a town in Iraq,missing_or_found_people
 Two victims of Harvey,missing_or_found_people
 One woman finds her dog reunited with her lost kitten,missing_or_found_people
 California,missing_or_found_people
 RT @EQnet : Family missing after Mexico earthquake claims relatives,missing_or_found_people
" Mexico earthquake : More than 200 dead in earthquake, thousands homeless",missing_or_found_people
 California students say they survived Hurricane Harvey : Family members.,missing_or_found_people
 Family still searching for loved ones who vanished from Mexico s earthquake,missing_or_found_people
 A post from the University of California Santa Cruz Police Dept. : Family members searching for loved ones missing in California wildfires,missing_or_found_people
 Local officials urge evacuees to seek shelter from Harvey s deadly wind,missing_or_found_people
 Florida Man Lost During Hurricane Irma Storms Is Alive and Well...,missing_or_found_people
 California firefighter helps rescue from collapsing building after devastating wildfires,missing_or_found_people
 RT @CBS2 : Florida families search for victims of Harvey as floodwaters recede,missing_or_found_people
 Searching for the missing from Northern California wildfires,missing_or_found_people
 RT @Navy_News : RT @Palo Alto_Sun : # PuertoRicoPuertoRico # News,missing_or_found_people
 RT @womensmagazine : A group of California students are helping California students searching for lost dogs.,missing_or_found_people
 Texas church shooting mourns victims - video,missing_or_found_people
 A man missing in Texas after his apartment went missing.,missing_or_found_people
 Hurricane Irma : Hundreds Missing in Caribbean - Born To Lose HomeA,missing_or_found_people
 California wildfires : One girl and a neighbor survive amid massive brush fire,missing_or_found_people
 # HurricaneHarvey : A survivor from # Moro tells @Dailymail how he survived a power outage during # Harvey,missing_or_found_people
" RT @News24 : Photos of earthquake victims in Iran, Iraq, and Sri Lanka ",missing_or_found_people
 Police search for two missing California wildfires,missing_or_found_people
" Puerto Rico s wildfire victims face dire conditions, lack of supplies",missing_or_found_people
 Florida officials searching for missing family in Florida for Harvey victims,missing_or_found_people
" # RT @EmpowerUK : Britain joins Ireland, New Zealand in joining # earthquake search & rescue efforts",missing_or_found_people
 US Navy rescues hundreds of people stranded by # Irma # VirginIslands,missing_or_found_people
 RT @Yahoo : Woman s dog gets hit by truck on its way to church during Hurricane Maria evacuation,missing_or_found_people
" My # California, # Florida neighbors, @lonelygirl @WPLGLocal",missing_or_found_people
 # Californiafires : Residents flee in horror from huge blaze,missing_or_found_people
 California wildfires : 10 deaths due to California wildfires,missing_or_found_people
,missing_or_found_people
 Families recover dogs found in flooded homes in Irma - stricken Florida,missing_or_found_people
 Earthquake survivors trapped by landslides return home to search for family,missing_or_found_people
 Mexico earthquake survivor says Mexico could see flood of missing people in days,missing_or_found_people
 I AM COMING FOR FREE : My daughter survived in one of Puerto Rico s most deadly wildfires,missing_or_found_people
 # California wildfires burn at a rate of about a hundred a week # ABC7SF,missing_or_found_people
 Two # earthquake survivors return to Texas to find shelter,missing_or_found_people
 Hurricane Maria : A couple survived the storm.,missing_or_found_people
" Wildfires continue to rage in California, killing more than 60",missing_or_found_people
" # Wildfire : Many are without homes and in danger, says emergency services report",missing_or_found_people
 RT @SciFiNow : Florida woman returns to her home with a lost puppy after a major earthquake,missing_or_found_people
.@realDonaldTrump : Texas fire victims in California hospital await rescue,missing_or_found_people
 RT @CNN : Puerto Rico earthquake victims return to their homes,missing_or_found_people
 # FOX6Houston,missing_or_found_people
 RT @TheStreet : Florida man finds dead dog in hurricane debris in South Carolina,missing_or_found_people
" Missing Person Family Confirms Death Of Woman Found On Lake Michigan --,",missing_or_found_people
" RT @CNN : Irma hit in Florida first,.... with",missing_or_found_people
 RT @News6Jax : RT @News6Jax : RT @News6Jax : Two men missing after a landslide hit a coastal village in Bangladesh,missing_or_found_people
 My friend - a man who is in Mexico waiting for a bus. # MexicoEarthquake,missing_or_found_people
" After a couple of days, we have been hearing of more bodies # Harvey # Irma",missing_or_found_people
 Another family hit by Irma,vehicle_damage
,vehicle_damage
 RT @kcstar9 : Fire burned a large chunk of the roof of a house in downtown San Juan,vehicle_damage
" Florida officials are reporting as many as 11 fatalities from Irma, and they are asking you to please help.",vehicle_damage
 Photos show destruction caused by Hurricane Irma in Miami.,vehicle_damage
 RT @CBS6 : Two cars washed up on Florida Bayou Donor Way after Hurricane Irma,vehicle_damage
" RT @POTUS : We must not forget Mexico City, Mexico s 7.2 magnitude earthquake.",vehicle_damage
 Hurricane Irma : Where were you heading when the storm hit?,vehicle_damage
 Florida home that had fire damage reduced to a $ 10k home is saved,vehicle_damage
" # HurricaneHarvey - In Texas, Hurricane Harvey damaged homes, destroyed crops, ruined vehicles # lt",vehicle_damage
 The destruction caused by Hurricane Irma # NewsNews #Politics,vehicle_damage
 How @FLTtoday,vehicle_damage
 A # California man claims a neighbor has been hit by # Irma # vehicle,vehicle_damage
" Watch for # Harvey in # TX, where we will be looking for debris in the dark.",vehicle_damage
 RT @CNN : Irma kills 7 people and damages over 300 others in Florida,vehicle_damage
 # DTMobil,vehicle_damage
 # Tesla will rebuild my car in Mexico after the earthquake,vehicle_damage
 RT @VoyageLa : The wind blew through the gate and hit the back of our pickup truck,vehicle_damage
.@tweetsunemployee shares # Irma photos from Irma evacuees and evacuees,vehicle_damage
" Hurricane Irma damage reported in Puerto Rico, Mexico",vehicle_damage
 Injured in Irma aftermath # FloridaHurricanes,vehicle_damage
" FSU man, 14, dies in tree in Seminole",vehicle_damage
" A couple years ago my mom had a couple car insurance issues. So when she needed help,",vehicle_damage
" RT @wfaxtv : A California fire chief calls # Harvey a ""wild west"" in # Irma # IrmaReport",vehicle_damage
 A picture of my bike smashed into by a tornado in California.,vehicle_damage
" California wildfires destroy homes, cars and more",vehicle_damage
" Florida man named best in U.S. for saving 2,500 homes from Irma",vehicle_damage
" US # HurricaneMaria, # Irma : # US # Electricity Industry",vehicle_damage
 Harvey damage caused by tree fire : # FOX6 Now # FOX6,vehicle_damage
 RT @wsvn : One of our neighbors lost everything - home and all she had. # Irma,vehicle_damage
 Irma sends power crashing to Mexico as experts assess storm damage,vehicle_damage
 @LanceSmith_ # Irma @USGS Irma damages and causes flooding in Naples. # news,vehicle_damage
" Photos : California wildfires ravage farms, homes",vehicle_damage
 The # Irma flooding is the worst we have seen since Irma. @WJXT # Jacksonville,vehicle_damage
 RT @Carson_Smith : Cars and cars destroyed as wildfires reach California...,vehicle_damage
 RT @WOWT12WYX : Three dogs lost in Mexico earthquake,vehicle_damage
 # tornado # hurricane # southerners,vehicle_damage
 This picture from an earthquake : # CaliforniaA,vehicle_damage
 California wildfires : Wildfires that rages in a canyon,vehicle_damage
 More wind s storm debris washed ashore in California.,vehicle_damage
" RT @fema : Florida floods remain s worst, but more relief expected",vehicle_damage
 The fire could spread to Mexico City as far as Austin,vehicle_damage
 RT @abc7news : Hurricane Irma destroyed our home in Boca Raton.,vehicle_damage
" @miaminews my house was upended by a plane,",vehicle_damage
 # HurricaneHarvey ,vehicle_damage
 The extent of Hurricane Maria destruction from Puerto Rico to Key West.,vehicle_damage
" Flooding, winds have caused flooding in California's Santa Cruz, Santa Rosa counties ",vehicle_damage
 A # IranAirlines plane exploded in # Iraq today in the worst collision of our time,vehicle_damage
 California wildfire - # news in pictures # ltd,vehicle_damage
" Two people, killed in a California wildfires that destroyed tens of thousands of acres",vehicle_damage
 @thehill. @USACE @USACEIRM,vehicle_damage
 Hurricane Irma : How # Texas communities rebuild from flooding,vehicle_damage
 Hurricane Irma Photos : Photos from the ravaged Florida Keys,vehicle_damage
" California wildfires kill at least 42, top 10 state ",vehicle_damage
 # California : Two fires destroying thousands of homes in Napa County # news # California # suntimes,vehicle_damage
 A # California fire burns over 500 acres # news,vehicle_damage
 More Photos : Deadly # Harvey flooding ravages Harvey # hurricaneharvey,vehicle_damage
 Two vehicles burst into flames during heavy rainstorm in Mexico City,vehicle_damage
" @GazetteNews @SOCNews you guys should check this story out, it really just showed how bad Irma is hitting Florida -",vehicle_damage
.@FoxNews - # Harvey hit Texas on Monday and it took more than a week for everything to return to normal # aww @fox6tv,vehicle_damage
  # IranAir hit by # Hurricane Harvey.,vehicle_damage
 RT @HeraldHerald : Irma : Photos of a burned-out barn destroyed by # HurricaneIrma,vehicle_damage
 A girl struggles to survive her car in Irma aftermath.,vehicle_damage
 Irma debris still left over after Irma @ABCNews,vehicle_damage
 RT @WXIA : Truck driver killed after Hurricane Harvey sinks into Bayou Corne,vehicle_damage
 Fierce Hurricanes Irma and Maria destroyed my cars,vehicle_damage
 RT @TODAY_TODAY : Tesla cars and batteries still on the road in Mexico after devastating earthquake,vehicle_damage
 Local residents post photos of Harvey damage,vehicle_damage
 Irma Damage : Two Dead In South Florida ; Harvey Floods Hit Hard,vehicle_damage
" # Harvey damage from the powerful storm is increasing, more likely to happen in a couple weeks. It will be a couple weeks, I hope",vehicle_damage
 Local farmers return to crops to repair damage caused by Irma,vehicle_damage
 RT @Eddie_Kelsey : Video shows devastation after # Irma in Florida,vehicle_damage
 @TheDailyDose is reporting that all of my cars are now flooded due to Hurricane Irma.,vehicle_damage
 This is how Irma destroyed a lot of my apartment # sccn @SFGate,vehicle_damage
 RT @thedailybeast : Two trees have collapsed as a result of # Harvey # Harvey ,vehicle_damage
" RT @CMDnews : Mexico quake damage : Photos show debris, s - - - t...",vehicle_damage
" Floodwaters flooding San Juan, Puerto Rico from Irma",vehicle_damage
 RT @fox13ny : Many of the damaged cars still missing # Harvey are trapped at the top of mountains...,vehicle_damage
 The neighborhood you need to find in Puerto Rico,vehicle_damage
 # Irma hit the Florida Keys but here we are (,vehicle_damage
 RT @KFGH : A sign from Hurricane Irma : Don't drive into power lines,vehicle_damage
 RT @Yahoo : Mexico Earthquake : Death toll to hit 100 as thousands flee for Mexico City # yahoo,vehicle_damage
 # tornado s destructive reach reaches New York and Virginia,vehicle_damage
 USA Helicopter Crews Deploy Air Force Helicopter to Puerto Rico. #,vehicle_damage
" Hurricane Irma destroys homes, kills four in Florida",vehicle_damage
 Massive collapse of a bridge is causing havoc in Puerto Rico,vehicle_damage
" At least 20 killed in earthquake near Iran, Iraq - pictures",vehicle_damage
" Hurricane Irma - Damage In Miami : Cars Driven Into A Field,",vehicle_damage
" Irma hits home : @News10Herald Irma was in my yard, next door. I had to get out. # news",vehicle_damage
 New video shows the damage of Hurricane Maria in Puerto Rico,vehicle_damage
 Photos from Hurricane Maria flood - hit Dominica,vehicle_damage
 Hurricane Maria : Hurricane Maria is a big fat trash heap,vehicle_damage
 # HurricaneHarvey : A Florida woman climbs through a collapsed car in Puerto Rico,vehicle_damage
" RT @NexusUSA : Injured from Harvey, Texas",vehicle_damage
 RT @FIA : California wildfires have burned thousands of acres,vehicle_damage
" Harvey victims to get help, shelter, and advice",vehicle_damage
 Hurricane Irma : US Navy deploys US coast guard amid impact of hurricane,vehicle_damage
 First Day of # HurricaneMaria # Irma damage ,vehicle_damage
 # HurricaneMaria : How powerful and catastrophic are the deadly effects of a hurricane on the elderly,vehicle_damage
 Earthquake killed 80 in # Iran # Iraq # Iran,vehicle_damage
" A week after Irma, thousands of homeowners struggle to rebuild",vehicle_damage
 Hurricane Irma : Florida community faces devastating cleanup from Hurricane Irma,vehicle_damage
 @Fox7Denver RT @fox7now : # Iran - Iraq earthquake : Injured are being rushed to hospitals ; many missing in the ruins,vehicle_damage
 Cars stuck in the rain as # HurricaneMaria destroys homes,vehicle_damage
 A driver tells her story of driving down a highway when she lost control. # Irma,vehicle_damage
 RT @TMZ : @CBS6 Houston. It happened a little less than a mile from # Harvey camp.,vehicle_damage
 Hurricane Irma : Photos show massive destruction,vehicle_damage
 # Iran earthquake: # IranAthletics students evacuated from school in # Tehran after # earthquake # IranAthletics,vehicle_damage
 RT @fox5atl : RT @FOX5atl : The sky is black now as hundreds of thousands have lost everything in Hurricane Maria,vehicle_damage
 A wildfire near our home burns its way across the US Virgin Islands -,vehicle_damage
 RT @fox6now : Cars destroyed in # Houston amid storm Harvey # FOX6Now,vehicle_damage
 @NBCNews reports the fire damaged cars and other items in # Irma. It appears people evacuated as shelters were built. # live # News,vehicle_damage
 RT @NWSWA : California wildfire victims hit hardest by # Harvey,vehicle_damage
 Harvey devastation photos that tell a story,vehicle_damage
 Mexico : Earthquake hits border town with high-water mark,vehicle_damage
 RT @WJLA : A California couple has lost everything after a vehicle slammed into a fence in Southern California,vehicle_damage
 RT @mwilson4,vehicle_damage
 @TOM_BURROUGH I heard a loud siren and a couple of cars are hit... it could have been worse,vehicle_damage
 Watch: First responders rescue thousands of Puerto Ricos from the storm,vehicle_damage
 A drone drone footage of Puerto Rico,vehicle_damage
 RT @TheCityJournal : Thousands still trapped in crumbling house after # HurricaneMaria,vehicle_damage
 Fierce Hurricane Irma wind gusts hitting 90 mph in central Florida : @fox13fl,vehicle_damage
 @JuanVillegas@JVC @NPSI @JCCAFL : Harvey is the worst hurricane in recent memory ,vehicle_damage
 Video shows cars toppled over after Hurricane Irma s powerful winds knocked them off their road,vehicle_damage
IFRC launches emergency appeal to help flood-affected people in Sri Lanka #humanitarian #newzealand #auckland https://t.co/cs9RhWsMuF,rescue_volunteering_or_donation_effort
"Bangladesh donates US $500,000 for Sri Lanka floodÂ victims https://t.co/eabOqVqesF https://t.co/AJQSrEPMud",rescue_volunteering_or_donation_effort
Aggregated losses from Cyclone #Mora expected to exceed $100m https://t.co/2zOrNObbJW #ImpactForecasting https://t.co/qIrXxGHL3K,infrastructure_and_utility_damage
Relief Measures: Swrr Assists For Cyclone Mora Victims https://t.co/Z7WlOQpd2M https://t.co/8NfnwWWSIp,rescue_volunteering_or_donation_effort
Pakistan Navy extends relief activities to flood-stricken Sri Lanka https://t.co/xDIdxxefAp https://t.co/CYdpv4SZJ2,rescue_volunteering_or_donation_effort
24 more #mora survivors rescued https://t.co/t4djCISciZ https://t.co/ceiVcwIQGb,missing_or_found_people
RT @shafiur: Misery in the #rohingya #refugee camps after Cyclone Mora. Walls and roofs blown away. #bangladesh https://t.co/QpA6DmNvyS,infrastructure_and_utility_damage
RT @PartnersRelief: Cyclone Mora has decimated #Rohingya shelters in their coastal camps. https://t.co/aMaK9Vx4db,infrastructure_and_utility_damage
Mudslides and #floods cause devastation in #SriLanka â€“ in pictures https://t.co/7RixAVaGxh https://t.co/Znna8RWc5C,infrastructure_and_utility_damage
Thank you #Italyá¼žEá¼Ÿ9 for supporting WFP efforts to help the people affected by floods and landslides in #SriLanka á¼Ÿ1á¼Ÿ0 https://t.co/XbqNAwyaw2,rescue_volunteering_or_donation_effort
More #SriLanka PM assures to restore roads and infrastructure damaged by floods soon https://t.co/QHHvYt5s4K https://t.co/myAyEfDG1f,infrastructure_and_utility_damage
RT @RansaraJey: This guy is building a phone charger with 40 charge ports for flood victims #FloodSL https://t.co/ggGxYm7S9d,rescue_volunteering_or_donation_effort
"Keeping sporting rivalry aside and risking their own lives to save their neighboursâ€™, theâ€¦ https://t.co/UWAKdR4ONd https://t.co/p8ew7pg2hJ",rescue_volunteering_or_donation_effort
Relief Lifeline Extended as Cyclone Mora Leaves More Destruction in ItsÂ Wake https://t.co/WvDT3ZxguL https://t.co/AohFt7hmjc,infrastructure_and_utility_damage
https://t.co/Z4mxTO7fpp Indian Navy carries out relief operations in flood-hit Sri Lanka https://t.co/VUbcpnUwfq,rescue_volunteering_or_donation_effort
Bangladesh Cyclone Mora â€” UNHCR to deliver emergency supplies toÂ refugees https://t.co/iVAmo415Sx https://t.co/sfYE1i6Fvp,rescue_volunteering_or_donation_effort
".@UN agencies call for urgent aid to help people in #Bangladesh, #Myanmar affected by #CycloneMora. https://t.co/C1cDMJXoei",rescue_volunteering_or_donation_effort
"#Mora Kills 3, Displaces Hundreds of Thousands in #Bangladesh https://t.co/voMYpOB6f7 https://t.co/G3u0KO3EJC",injured_or_dead_people
